AT,V,AP,RH,PE
17.07,41.35,1006.28,83.43,464.06
28.39,71.58,1011.08,69.39,436.39
27.28,75.18,1010.42,65.21,441.24
20.24,58.41,1014.13,99.59,449.49
18.34,63.07,1012.42,94.35,456.07
24.26,48.33,1004.27,70.44,439.16
23.01,45.38,1014.32,63.31,459.53
17.07,49.38,1016.19,83.18,454.41
22.35,58.16,1018.02,68.12,452.27
11.45,41.17,1018.38,85.04,476
27.28,51.43,1011.46,51.38,450.53
28.56,74.22,1007.45,69.06,434.54
22.15,60.27,1018.55,88.21,444.19
24.32,59.19,1016.08,66.01,443.18
26.44,72.04,1004.55,85.53,436.01
15.36,41.29,1007.59,86.08,464.12
19.17,51.06,1015.29,87.34,457.07
16.17,40.22,1013.01,79.01,469.18
17.36,45.03,1020.49,54.21,457.38
08.27,37.07,1015.09,74.04,479.16
27.37,76.09,1007.52,89.12,433.34
12.07,41.21,1026.03,68.02,476.36
29.29,70.36,1007.04,61.22,431.26
15.11,43.13,1015.39,47.31,467.14
10.03,42.02,1014.55,96.01,463.13
23.38,59.07,1009.29,92.04,443.23
29.22,71.08,1011.37,68.04,437.11
14.15,39.28,1013.05,78.03,471.23
19.31,60.07,1015.26,69.37,453.47
09.41,41.54,1019.48,82.19,481.59
18,44.06,1016.08,79.28,454.59
12.04,41.18,1025.21,86.37,463.51
14.25,41.39,1019.02,75.55,471.45
10.02,38.18,1017.43,68.04,477.23
20.53,65.06,1017.09,73.47,447.04
16.45,41.48,1017.04,45.21,455.09
15.52,40,1017,66.27,454.14
26.45,74.33,1014.21,61.07,433.16
26.26,65.06,1013.58,53.12,441.32
23.09,54.02,1013.32,65.55,444.26
19.14,57.05,1021.24,83.37,458.06
14.18,43.39,1007.19,73.21,468.35
25.16,77.03,1001.13,86.04,439.37
17.36,44.36,1013.02,79.59,466.36
11.03,42.28,1008.37,93.08,475.37
22.52,64.27,1014.34,83.17,445.04
13.13,44.34,1015.11,93.55,473.34
17.22,37.11,1014.17,68.32,465.32
25.09,59.35,1017.39,53.16,443.26
17.22,42.06,1010.49,63.14,466.04
15.27,36.11,1015.53,57.07,469.15
17.09,46.18,1010.08,96.08,466.03
25.28,73.17,1012.26,85.36,435.25
28.09,60.07,1016.36,45.06,441.02
26.35,60.32,1010.05,76.05,444.33
09.53,38.18,1018.43,75.33,476.54
21.07,63.56,1013.27,79.39,450.07
22.07,70.34,1011.18,81.26,440.09
08.07,44.09,1017.05,87.34,485.18
25.15,68.51,1013.25,72.31,441.36
21.33,64.26,1020.33,72.13,445.02
19.13,59.06,1013.32,75.26,454.32
25.23,62.04,1010.13,70.18,442.02
17.54,42.42,1009.37,68.07,471.28
13.53,43.26,1014,91.03,472.13
15.21,44.09,1017.19,71.09,471.11
00.27,64.34,1019.02,44.28,445.11
19.08,53.24,1005.05,88.27,450.19
07.26,41.38,1021.35,91.18,487.49
14.13,49.32,1012.12,78.06,464.17
10.27,53.15,1026.19,77.18,471.16
18.01,56.53,1019.05,82.03,457.01
16.02,71.14,1020.15,70.42,456.35
31.07,70.36,1006.26,58.18,438.38
13.17,39.31,1016.55,74.47,471.03
22.35,59.43,1010.29,75.07,443.24
28.21,73.06,1008.26,86.29,430.46
21.22,58.16,1019.15,72.46,455.02
18.36,53.16,1013.31,83.18,458.47
23.22,63.07,1013.31,77.59,447.02
24.33,47.33,1014.12,48.27,447.43
08.34,41.12,1024.02,84.15,483.14
30.33,69.07,1006,55.39,435.53
26.39,59.54,1008.18,74.48,441.32
10.34,41.44,1015.21,87.02,481.24
18.05,42.25,1016.21,65.18,466.08
12.02,41.06,1017.27,97.12,464.05
31.03,74.22,1007.47,46.52,430.38
15.25,46.36,1020.09,96.23,462.08
07.32,39.42,1026.15,76.51,476.12
00.33,65.59,1011.09,87.26,444.09
23.07,64.45,1013.27,38.24,451.16
24.59,72.34,1007.29,88.52,430.28
10.33,40,1021.35,91.24,479.32
15.33,43.02,1012.11,45.56,468.19
32.28,66.44,1009.25,64.06,428.23
10.38,38.13,1021.05,75.02,475.02
24.17,71.58,1010.16,90.36,436.27
14.01,45.24,1025.09,79.42,468.22
23.04,59.06,1012.08,61.37,450.19
16.12,43.02,1012.38,46.14,466.33
14.41,43.13,1016.32,59.55,467.46
28.32,68.12,1011.54,49.08,437.51
21.17,69.51,1013.36,63.29,443.22
19.38,60.01,1010.09,85.34,453.37
12.42,40.24,1016.59,90.01,469.59
12.52,42.34,1019.07,95.29,465.11
26.06,61.02,1010.26,66.16,436.19
32.11,78.05,1010.36,59.18,431.31
28.55,66.51,1015.46,34.04,432.59
16.09,45.28,1018.14,72.21,466.08
14.35,40.02,1013.18,91.17,465.19
24.27,64.27,1019.28,54.36,420.26
28.17,72.43,1007.37,69.32,429.28
06.06,44.05,1014.36,84.34,481.14
22.03,72.25,1009.44,77.29,434.01
14.27,50.23,1007.16,89.14,462.46
21.12,62.52,1016.02,79.38,451.33
30.31,70.36,1006.55,60.32,439.11
30.12,78.35,1014.09,73.13,435.39
23.49,73.18,1012.04,90.05,437.01
14.54,39.39,1014.27,76.39,470.23
25.57,66.54,1005.22,83.48,431.32
00.12,66.48,1004.01,74.15,437.02
32.22,70.08,1009.09,62.03,433.07
19.35,39.39,1014.31,61.53,465.28
10.07,41.32,1022.24,84.18,472.11
24.35,73.17,1012.02,86.28,436.06
27.36,58.33,1014.26,56.07,439.14
19.14,45.09,1014.24,41.54,456.25
33.17,71.32,1008.08,42.39,437.35
20.03,45.01,1013.13,57.29,460.11
06.07,39.31,1019.25,83.39,483.56
08.04,40.02,1031.58,71.19,479.43
32.37,68.23,1008.32,57.39,427.16
14.24,39.58,1011.17,70.45,470.34
03.31,39.42,1024.05,84.31,487.19
13.27,48.04,1012.47,100.13,465.56
16.44,44.36,1014.06,76.31,468.57
13.07,41.16,1017.32,92.08,462.35
11.46,45.25,1014.03,63.24,475.33
12.19,41.17,1019.43,65.47,476.04
14.48,41.23,1009.42,82.14,470.04
31.35,70.08,1010.11,66.37,432.19
17.21,52.09,1020.31,77.31,461.28
15.28,40,1017.05,65,459.16
14.18,40.01,1014.49,82.26,446.38
22.34,50.32,1008.44,87.38,445.29
22.39,59.36,1014.09,61.03,453.38
15.16,51.28,1014.28,100.11,460.03
16.33,42.44,1014.38,84.09,462.44
23.19,59.22,1010.36,81.05,446.44
17.49,40.55,1002.13,73.15,462.37
22.12,49.39,1019.08,73.23,451
35.01,68.27,1007.36,43.51,426.03
28.29,69.13,1009.29,58.18,429.28
09.55,38.08,1019.34,68.38,479.23
25.37,69.01,1011,55.04,453.26
13.17,41.11,1015.06,73.21,471.59
21.14,58.12,1015.43,78.28,450.31
04.16,35.47,1018.12,88.49,486.07
26.01,60.32,1016.17,56.48,444.36
16.36,40.39,1009.31,72.48,462.05
11.02,40,1016.15,75.23,468.09
26.46,61.41,1012.41,56.58,449.23
27.59,54.02,1013.01,52.01,439.31
25.33,73.21,1002.19,97.24,433.43
16.06,53.16,1014.05,77.15,457.26
15.41,45.18,1008.09,65.17,457.23
27.41,59.21,1013.03,51.33,438.39
11.26,39.35,1015.47,99.28,472.23
23.12,70.24,1006.36,83.09,436.07
24.37,70.02,1011.37,72.37,443.53
00.36,47.33,1014.38,47.22,451.26
14.01,45.08,1023.28,82.49,465.19
08.19,41.09,1020.26,85.23,478.16
12.08,44.34,1016.52,87.13,473.42
19.21,45.01,1015.28,66.31,458.25
21.04,65.46,1017.22,63.02,452.12
19.08,59.19,1017.04,88.11,450.06
11.57,41.54,1020.13,69.14,477.29
23.09,65.12,1016.35,72.02,447.31
13.01,41.17,1017.26,76.02,469.48
08.34,41.36,1023.28,89.45,484.32
16.52,53.16,1015.08,77.22,458.21
28.11,69.13,1002.03,51.45,432.54
06.38,39.31,1016.05,92.23,489.25
28.18,72.43,1007.12,74.53,430.02
22.59,65.06,1014.36,62.44,444.06
17.01,46.27,1009.34,98.33,456.26
16.53,46.18,1010.02,95.42,459.07
23.39,71.25,1005.22,93.07,436.08
10.12,40,1021.15,92.07,480.02
07.01,36.17,1015.39,92.01,480.36
14.07,46.18,1018.17,88.23,465.05
27.26,64.17,1014.07,66.58,436.01
34.22,72.29,1009.07,47.35,432.13
28.37,67.07,1006.05,56.13,436.34
20.17,65.06,1016.22,75.35,448.26
26.02,69.07,1007.13,75.19,440.12
08.03,40.35,1012.37,98.17,482.17
13.48,39.35,1014.56,81.25,471.06
10.08,38.32,1010.47,66.37,475.03
29.07,51.43,1006.22,61.58,439.19
15.35,43.52,1022.43,95.15,465.38
20.35,69.01,1011.17,87.09,451.29
06.25,40.02,1032.14,80.22,481.38
22.24,60.07,1016.33,62.25,446.14
12.16,41.36,1023.22,81.31,475.18
29.22,75.23,1010.49,49.13,438.57
16.29,54.22,1015.37,73.15,460.35
23.55,59.19,1011.18,78.47,447.01
09.51,39.22,1015.03,72.41,474.12
10.48,40,1021.35,88.52,479.26
27.22,66.49,1013.45,42.41,437.24
13.32,41.07,1020.22,88.03,452.33
22.21,48.14,1015.08,66.08,448.33
25.14,59.21,1012.18,74.02,440.36
15.17,37.11,1013.05,77.44,472.33
22.08,41.54,1014.21,74.13,459.14
26.04,64.27,1017.14,49.25,444.34
25.21,60.27,1018.56,61.18,445.29
27.37,72.58,1008.16,80.34,428.05
21.11,58.12,1015.38,78.18,453.28
07.04,42.14,1022.31,88.55,489.39
26.38,71.58,1011.02,80.09,434.26
28.11,67.33,1017.25,59.17,447.06
24.43,72.43,1008.03,85.56,435.11
06.54,39.33,1011.54,94.09,491.16
20.09,57.05,1021.24,72.14,455.07
17.12,48.06,1007.38,79.15,454.47
18.17,67.26,1011.29,78.48,453.17
20.19,60.01,1010.47,84.04,452.41
15.14,42.33,1021.35,61.26,470.08
21.26,67.25,1017.45,81.45,444.05
19.05,52.08,1005.48,100.34,449.55
28.26,63.07,1011.11,57.21,440.48
11.02,41.38,1022.05,62.29,477.27
25.03,71.29,1008.26,63.38,437.17
19.04,42.44,1013.19,59.03,460.16
23.34,59.14,1017.47,79.31,439.06
20.46,66.05,1015.33,78.51,454.06
08.57,40.09,1001.31,99.09,474.29
13.21,44.58,1016.49,81.16,475.05
20.17,56.03,1019.47,57.17,458.04
30.13,73.06,1010.27,85.24,433.13
05.04,41.04,1021.35,94.03,484.42
26.53,60.07,1016.55,55.19,438.54
22.42,60.08,1018.11,67.46,452.31
13.08,40.22,1012.27,85.21,477.36
23.25,73.39,1009.17,90.25,438.51
23.25,70.32,1009.28,86.52,438.36
28.55,72.43,1007.02,66.22,430.06
31.37,75.27,1009.22,56.58,436.16
26.59,66.49,1013.32,50.16,440.12
27.28,72.58,1009.21,90.36,431.27
17.08,62.26,1012.21,90.21,452.02
19.25,43.43,1012.01,73.26,451.08
11.22,43.13,1017.24,80.09,474.33
14.01,38.47,1015.01,55.38,466.51
23.26,47.43,1010.15,61.54,452.53
28.29,68.12,1013.18,49.12,436.09
22.07,60.08,1018.08,71.23,452.56
20.55,46.21,1013.21,73.18,449.06
09.08,36.18,1020.24,68.37,477.26
08.29,71.14,1018.04,86.49,475.06
32.19,69.13,1000.45,48.22,425.21
34.43,68.51,1010.17,34.09,431.39
23.39,65.03,1020.45,58.22,449.27
20.01,56.53,1020.09,77.13,454.22
25.16,47.01,1015.39,64,453.04
25.53,72.25,1009.19,74.07,431.26
17.36,41.23,998.08,63.46,459.01
29.21,69.23,1013.14,39.18,434.14
11.43,40.22,1011.24,81.04,477.05
31.56,66.44,1009.31,64.16,430.11
33.43,70.28,1007.26,45.24,435.59
07.05,41.09,1020.11,90.24,479.35
06.35,37.08,1022.03,68.37,479.02
13.44,40.04,1013.23,73.43,475.19
08.39,36.03,1015.39,62.23,479.57
14.26,43.34,1017.24,81.54,465.02
25.28,49.16,1006.04,64.54,445.18
19.59,66.54,1013.13,86.24,447.16
17.28,57.29,1014.01,82.01,457
26.42,59.27,1012.09,65.38,444.34
24.43,60.07,1015.59,60.39,445.11
22.25,64.26,1020.16,69.24,446.02
14.41,46.18,1016.25,89.28,462.49
14.07,44.09,1022.27,83.09,469.09
34.14,70.38,1012.51,43.03,425.35
09.26,41.18,1024.01,88.48,472.19
22.36,51.43,1007.47,87.33,442.53
05.51,41.03,1022.28,84.05,492.24
15.19,39.13,1000.23,86.45,470.28
30.06,59.22,1013.25,61.02,441.58
31.41,74.16,1009.05,68.05,430.37
29.45,75.06,1018.12,51.08,437.31
09.53,44.03,1009.27,90.39,471.23
08.01,40.46,1019.42,76.15,475.42
14.49,42.32,1030.03,57.02,464.21
28.29,62.26,1012.27,64.17,438.25
12.32,41.26,1022.42,80.14,470.27
21,67.26,1013.06,59.07,452.29
27.11,59.39,1014.24,66.45,439.33
18.13,67.26,1012.09,79.24,455.25
17.09,50.09,1013.21,85.38,461.15
13.28,41.04,1021.16,92.58,474.58
28.47,68.09,1005.19,56.51,431.07
13.07,43.26,1014.06,89.09,473.13
15.06,41.07,1019.15,84.01,461.38
18.19,42.25,1015.33,61.37,467.26
29.23,75.06,1018.12,52.26,439.32
11.06,37.11,1022.07,80.44,474.25
13.11,41.58,1020.43,74.32,460.44
24.08,66.51,1017.14,66.12,441.34
16.24,41.04,1026.04,63.43,456.21
18.19,44.09,1020.05,70.12,458.12
26.14,59.07,1007.37,80.29,441.05
14.17,41.58,1021.03,73.34,460.15
24.43,65.27,1013.25,55.04,441.39
24.44,73.05,1011.49,87.39,438.13
31.08,70.08,1013.26,56.56,439.08
26.29,74.22,1007.43,81.55,434.13
22.13,69.05,1001.31,87.04,439.01
20.03,67.32,1013.49,80.09,441.51
26.16,57.32,1012.33,44.01,440.26
20.37,59.14,1016.05,70.58,450.06
17.47,44.17,1012.25,77.18,456.41
32.09,73.26,1003.47,54.59,435.18
23.36,45.01,1012.21,51.21,450.37
06.02,44.05,1014.25,83.53,482.32
17.55,46.27,1008.07,81.38,454.29
28.43,68.08,1011.32,58.19,433.05
16.18,44.39,1022.19,83.07,461.07
11.41,40.01,1019.09,69.44,467.19
13.18,53.12,1025.07,76.36,468.36
26.38,70.28,1008.42,86.25,432.25
22.11,61.17,1018.35,85.07,444.59
18.04,45.32,1025.28,65.29,458.36
18.38,59.15,1012.09,83.03,452.37
14.01,41.04,1026.11,74.25,466.29
17.01,50.09,1013.18,85.26,460.35
26.12,49.02,1009.03,72.04,438.52
24.06,70.34,1005.47,60.46,437.28
08.35,41.17,1012.17,90.25,479.22
29.16,51.43,1012.28,50.19,450.38
14.24,41.04,1019.07,70.32,467.28
13.33,43.13,1015.31,55.07,475.28
15.59,53.15,1024.03,60.33,459.27
12.34,44.06,1019.09,85.33,468.53
11.03,40.01,1020,72.42,477.39
10.12,44.12,1011.33,98.02,473.05
11.31,40.01,1018.44,64.38,469.42
17.34,50.59,1019.15,94.22,461.04
10.52,41.48,1018,69.39,469.08
17.36,52.09,1015.42,70.37,459.06
16.14,44.21,1020.36,80.59,461.03
13.02,44.09,1022.43,88.08,469.32
05.06,41.04,1021.49,93.07,484.13
09.27,41.16,1023.17,94.13,472.45
14.08,45.08,1025.31,85.26,467.02
21.04,50.32,1008.41,90.19,446.33
00.18,59.26,1015.07,63.35,444.19
20.38,62.52,1018.25,75.56,456.56
23.12,69.13,1011.21,92.43,438.01
32.49,75.39,1002.19,34.58,435.43
11.31,42.02,1001.18,95.26,471.26
08.08,43.25,1012.51,91.51,479.16
12,39.35,1015.48,82.51,477.04
32.41,58.09,1003.26,45.33,439.11
21.09,59.08,1017.34,77.35,452.38
25.55,59.35,1017.12,52.24,442.03
19.53,66.54,1014.12,81.46,451.19
17.01,26.28,1009.34,65.47,461.37
29.14,70.32,1008.15,46.39,432.33
22.06,64.15,1021.07,69.06,451.44
25.47,57.29,1013.02,63.21,440.38
08.16,40.12,1020.54,82.11,480.21
13.31,40.03,1018.13,84.48,470.31
10.22,39.16,1016.11,96.02,478.45
28.29,73.17,1010.25,64.22,433.23
25.27,69.01,1011.19,56.09,450.54
24.08,72.24,1011.58,84.01,435.25
09.06,39.03,1020.13,84.23,480.41
10.32,41.46,1018.38,88.06,480.01
09.35,36.18,1014.08,77.34,478.07
19.39,44.58,1018.29,55.11,468.35
10.01,41.17,1019.18,85.27,480.35
34.15,68.51,1011.15,37.02,430.19
00.37,62.44,1014.04,88.05,442.46
25.21,46.21,1011.27,59.35,439.55
16.09,65.46,1014.24,85.52,455.28
05.52,43.25,1013.17,94.22,479.38
31.58,66.54,1003.26,54,430.13
33.38,71.32,1004.07,50.18,433.56
07.12,39.31,1017.29,90.47,486.29
10.05,53.12,1026.32,85.04,468.01
27.59,72.37,1009.04,88.22,437.33
25.13,71.14,1009.07,69.27,437.55
07.47,40.07,1015.45,50.03,489.59
14.12,54.03,1018.29,79.08,467.05
30.31,70.02,1010.18,64.01,438.03
24.11,69.03,1014.34,45.28,448.45
20.05,64.31,1009.26,99.08,444.09
15.25,39.31,1014.48,61.38,467.42
23.48,51.43,1007.13,85.23,442.18
26.31,78.35,1012.45,77.22,437.23
29.01,53.24,1006,46.13,437.39
22.56,49.32,1010.07,52.03,445.07
19.34,48.23,1005.18,78.59,455.19
22.21,64.17,1014.28,84.06,444.52
14.28,49.19,1017.28,79.04,464.14
29.37,79.32,1012.11,88.05,431.38
22.24,55.05,1019.28,62.17,455.39
22.42,62.52,1017.23,63.27,452.04
32.31,62.04,1010.41,39.39,450.13
15.58,41.06,1016.34,87.42,461.01
29.21,72.25,1013.12,72.25,435.04
19.01,68.11,1004.07,84.49,443.57
14.32,44.06,1014.25,68.13,466.36
13.44,39.39,1013.33,84.29,470.07
29.02,65.24,1010.34,55.37,441.09
11.11,42.33,1018.23,91.28,479.16
22.24,59.26,1014.13,70.07,445.16
12.34,40.01,1016.17,92.26,471.32
10.12,41.55,1006.18,62.34,475.46
11.06,39.01,1010.21,100.09,460.07
19.35,65.48,1018.17,72.25,453.25
34.15,65.36,1002.54,39.28,433.02
30.07,68.09,1006.32,51.58,429.58
30.21,74.07,1005.06,61.31,431.07
12.32,40.55,1017.31,100.07,472.45
07.25,37.49,1011.01,84.53,483.12
19.08,52.09,1018.15,67.07,457.04
26.05,45.29,1010.23,56.36,443.18
14.33,45.51,1015.42,71.55,469.32
23.18,49.16,1002.29,64.28,445.39
06.53,43.25,1013.05,91.06,481.38
23.38,58.46,1016.06,73.09,445.05
08.36,41.11,1026.34,83.16,488.19
13.53,39.13,1005.26,85.38,472.46
23.06,64.13,1013.24,84.35,444.41
28.31,70.32,1008.28,47,432.05
25.21,70.04,1009.51,76.13,433.33
26.39,71.25,999.08,89.12,430.34
15.06,41.04,1025.48,64.43,457.49
29.01,73.09,1007.47,59.48,436.56
09.23,43.56,1014.09,81.55,482.43
28.16,73.21,1002.27,88.26,433.18
22.38,63.31,1015.16,73.08,441.03
26.08,70.17,1001.38,86.29,434.32
22.18,65.46,1017.14,54.02,448.32
32.31,78.35,1010.15,62.17,430.15
16.38,43.39,1008.24,84.18,467.42
30.39,71.38,1007.55,73.16,435.48
30.02,70.02,1010.25,63.39,437.48
09.28,36.03,1015.27,57.36,478.07
13.46,41.04,1019.46,72.13,467.04
18.12,44.09,1017.31,53.35,465.08
30.56,69.04,1009.29,56.13,442.24
08.51,41.26,1023.17,88.19,477.51
12.25,45.25,1014.13,85.25,471.32
14.36,41.32,1023.05,73.08,461.35
26.53,70.11,1010.28,76.26,446.17
29.25,73.39,1007.25,61.15,429.12
30.02,73.05,1010.52,45.31,430.24
28.09,70.32,1012.02,82.27,432.57
21.03,67.26,1013.04,55.43,450.56
21.37,81.56,1006.57,81.56,434.38
26.26,72.13,1009.59,80.06,431.19
12.23,45.09,1013.11,88.52,470.32
23.02,67.25,1017.17,72,443.44
26.02,71.14,1008.32,73.35,431.07
16.45,45.08,1018.06,85.14,463.06
25.34,69.48,1008.04,75.19,434.21
07.03,39.37,1020.33,76.18,489.16
29.56,74.28,1006.17,66.45,436.06
27.32,67.25,1018.14,62.08,434.05
22.34,64.13,1014.37,83.19,444.39
15.24,71.14,1020.01,67.18,454.16
15.26,41.02,1016,76.06,468.38
24.23,49.03,1004.01,74.44,441.05
27.54,68.27,1008.12,56.42,433
21.39,64.27,1012.11,95.39,445.12
19.04,39.53,1008.36,63.38,457.17
12.45,40.56,1018.24,66.52,477.41
19.45,38.52,1018.39,63.26,452.36
12.32,38.25,1013.13,85.32,472.05
22.45,41.54,1013.09,71.29,460.07
29.38,63.06,1009.01,53.02,438.45
22.07,50.32,1008.41,86.39,445.31
24.01,42.48,1011.39,55.01,453.12
18.12,59.35,1018.22,86.16,449.28
21.11,42.07,1012.44,53.26,460.33
26.52,64.34,1018.23,42.41,440.47
27.31,70.47,1007.55,72.59,434.24
27.34,64.18,1016.05,48.04,446.56
21.38,60.07,1016.26,67.18,446.26
31.06,66.25,1008.07,63.03,439.55
33.07,68.27,1007.16,50.41,427.04
25.53,59.57,1011.05,82.04,445.59
16.32,38.04,1015.33,84.13,464.14
32.45,66.44,1011.21,50.18,430.39
26.06,64.05,1012,84.05,442.24
24.27,75.33,1013.13,74.21,443.06
09.06,42.32,1029.09,91.28,473.37
26.48,69.14,1009.31,84.11,436.16
19.51,44.05,1008.52,78.38,451.07
11.17,41.44,1017.12,75.27,479.19
05.51,35.57,1026.03,79.37,489.36
00.09,72.37,1010.02,93.03,439.02
16.17,42.19,1008.36,81.09,456.27
26.35,64.05,1010.21,81.24,434.03
30.09,65.36,1001.29,56.04,430.03
27.28,80.14,1006.54,93.07,435.17
00.22,45.29,1009.39,75.09,445.45
23.54,70.32,1011.29,81.16,434.45
24.56,52.26,1014.43,69.25,447.57
00.08,68.12,1011.18,72.45,441.54
15.07,40.22,1013.18,84.46,471.31
00.23,50.32,1008.41,72.23,445.17
34.12,74.33,1011.04,37.51,429.36
14.43,38.28,1015.16,80.16,467.12
22.07,58.16,1018.32,68.21,452.56
22.47,47.45,1008.02,77.05,447.14
09.29,41.54,1019.27,83.27,484.22
17.09,52.08,1006.41,100.09,452.34
28.07,64.09,1005.41,64.09,437.01
30.04,64.44,1014.46,52.19,438.35
30.18,68.24,1009.31,64.06,427.38
22.08,49.16,1006.04,77.05,440.05
16.02,35.04,1016.19,54.35,468.35
22.47,48.06,1002.33,63.23,446.38
11.26,45.32,1024.03,89.39,475.09
11.04,41.04,1025,93.59,469.28
23.35,66.54,1004.53,88.06,434.41
13.24,39.16,1016.52,87.06,474.48
34.07,80.18,1011.23,61.27,432.39
31.25,67.45,1014.53,33.39,430.08
31.25,69.34,1007.31,69.39,426.01
10.06,38.23,1005.49,99.46,473.51
22.44,58.16,1017.28,64.08,453.11
21.04,75.27,1009.09,88.25,443.44
24,75.23,1011.09,72.46,444.18
10.06,41.46,1021.23,89.02,481.03
09.34,41.49,1020.58,97.59,471.04
15.19,46.48,1007.46,92.04,462.55
18.14,44.02,1019.27,58.59,454.37
28.07,72.04,1004.41,78.14,433.29
26.11,58.59,1013.17,62.23,451.28
26.16,67.09,1006.21,61.02,444.06
15.29,39.58,1012.26,77.58,466.35
24.49,65.06,1014.07,63.32,441.04
17.04,44.09,1020.05,77.11,458.15
16.59,43.56,1013.28,60.01,465.03
16.03,39.13,1002.19,73.45,465.07
27.16,66.01,1014.21,48.33,441.33
28.29,68.08,1011.17,54.32,431.33
10.47,44.21,1018.27,85.34,476.02
10.06,42.22,1033.19,73.19,478.07
28.38,67.09,1006.03,73.53,436.08
32.34,75.39,1002.05,34.12,440.17
05.08,46.27,1009.14,92.06,481.06
24.02,64.33,1011.15,84.23,443.18
15.12,49.32,1011.08,73.33,462.59
10.34,40.46,1018.09,68.51,474.14
24.31,64.26,1019.47,58.54,443.09
08.53,40.02,1031.27,85.57,477.13
10.58,40.01,1020.39,72.09,477.18
29.55,72.29,1008.34,84.45,431.38
21.06,67.26,1013.02,54.19,451.24
21.16,45.38,1015.05,73.06,459.03
31.49,69.13,1009.33,53.09,426.14
12.04,38.25,1013.33,86.19,472.34
9,36.03,1027.11,76.29,480.31
27.58,65.27,1013.51,50.43,441.03
25.17,57.17,1011.06,73,441.12
14.22,39.39,1014.16,80.22,471.38
21.52,46.21,1011.02,68.02,449.08
11.31,40.01,1014.07,91.45,478.34
31.05,69.13,1000.38,58.49,426.31
30.33,69.48,1009.21,54.59,431.15
33.03,68.14,1003.02,53.43,427.28
22.36,59.19,1017.09,73.06,446.16
30.55,70.04,1010.51,49.37,429.56
18.05,56.03,1021.09,78.27,459.09
24.19,69.34,1007.37,71.23,439.52
25.25,72.38,1006.37,95.09,434.04
16,43.34,1013.58,79.27,461.07
07.02,40.35,1012.23,95.59,484.09
28.29,71.34,1007.54,49.18,435.21
28.04,75.23,1011.12,55.01,442.18
10.08,41.39,1020.14,74.08,479.15
20.59,42.04,1010.18,63.17,463.08
10.02,41.46,1020.23,84.54,481.46
23.28,69.51,1013.31,53,444.17
30.56,72.39,1000.36,70.21,431.25
32.16,71.32,1005.05,60.23,434.01
26.09,58.41,1014.04,64.58,439.26
09.04,40.11,1023.03,76.32,473.57
06.06,41.02,1016.27,85.37,485.18
23.32,69.23,1012.15,75.59,436.18
11.24,41.02,1015.53,60.09,467.06
23.26,60.08,1017.02,67.11,452.34
23.53,72.24,1011.24,94.33,437.09
16.01,37.11,1013.58,74.41,471.46
22.11,59.08,1017.26,70.14,451.02
30.54,69.14,1007.25,70.46,435.46
10.38,40.06,1017.32,78.18,482.04
14.29,36.11,1016.04,65.49,468.54
09.28,41.54,1019.05,81.17,485.39
16.39,49.21,1015.17,76.04,463.47
20.18,43.43,1011.31,65.11,450.09
13,39.28,1016.07,82.34,473.06
29.26,69.34,1010.16,59.04,435.32
08.47,41.26,1020.57,91.28,477.14
27.05,74.16,1008.27,94.54,431.47
24.02,65.03,1020.49,55.17,450.06
15.19,41.04,1025.32,76.21,457.37
11.27,37.05,1011.43,95.56,474.07
08.05,41.02,1018.16,74.07,477.02
31.03,70.38,1011.33,52.16,436.13
07.33,41.07,1020.17,71.16,495.01
13.31,41.16,1011.09,89.19,473.11
21.38,42.23,1013.12,67.37,461.09
06.25,40.07,1020.19,65.24,494.39
29.29,72.58,1007.39,73.25,429.13
07.19,41.21,1015.22,86.05,487.15
15.46,42.07,1017.09,81.12,459.15
10.36,41.55,1002.59,66.26,476.31
29.53,71.34,1007.22,71.08,432.43
24.19,50.23,1016.13,60.17,458.31
11.27,38.38,1021.25,70.18,477.03
31.18,69.04,1008.19,50.12,441.26
20.46,54.02,1011.04,84,448.01
26.23,63.56,1013.57,66.21,440.08
08.47,41.03,1022.12,70.16,485.01
00.26,64.17,1014.06,82.37,440.58
18.25,53.16,1013.05,83.12,456.49
19.39,60.01,1010.28,83.31,452.57
30.04,69.51,1012.13,45.05,429.09
20.02,64.45,1009.03,62.17,452.33
27.01,53.24,1006.28,54.25,439.08
25.38,65.34,1013.27,62.49,447.41
26.08,70.32,1012.32,89,434.24
09.44,40.22,1013.26,91.55,483.18
22.26,45.29,1009.51,79.33,447.07
27.55,63.13,1013.32,71.29,441.15
29.25,59.27,1012.09,51.08,440.03
28.35,73.05,1010.42,58.01,435.45
16.03,65.46,1014.36,87.56,455.17
21.05,48.41,1008.38,91.02,447.35
15.08,41.23,998.43,84.11,469.25
29.12,66.56,1006.09,50.19,430.34
12.57,39.18,1023.09,77.28,472.27
25.06,65.03,1021.06,55.33,446.57
14.51,43.17,1017.47,82.35,463.37
34.13,70.28,1007.21,43.33,435.23
26.26,59.07,1008.59,81.28,440.09
13.55,43.39,1007.58,97.55,471.22
30.07,70.04,1011.24,56.14,426.35
10.04,40.06,1016.24,82.31,481.03
26.04,68.08,1011.22,75.58,430.32
09.23,42.44,1014.34,94.02,481.29
26.36,72.04,1004.24,87.23,433.33
25.42,73.17,1012.29,86.26,437.06
19.09,42.44,1013.33,63.59,462.24
10.24,41.17,1020.13,82.04,480.18
